Tweet,Location,Created_Date,Username,Screen_Name,Polarity,Match
"Bilyaminu__: Yeah exactly. Most of those doing excellent in public uni's are product of private nursery, primary and secondary schools.","Maiduguri, Nigeria",2019-10-31 11:14:08,Moh Mala,real_momeh,Positive,excellent
"ThomasMoreAlum: Saints, do you know a student who is being affected by the CCU closure? Let them know that Thomas More University is of","Ohio, USA",2019-10-31 11:14:01,Tori Bermudez,Torii_Bermudez,Nutral,
"TOMRJZSR: The true cost of liberal policies being imposed on education !
Former university president warns of 'ideological fascism' on",United States,2019-10-31 11:13:08,Haze,Haze_kl2,Nutral,
"So there's this girl advocating against women going to co education, telling them to go study in women university.",,2019-10-31 11:13:05,A Special kind of an Idiot,shazthestubid,Nutral,
"barneyfarmer: One problem is that millions believe they learned critical thinking over the course of their university education, when i",London,2019-10-31 11:12:58,Dorian Lynskey,Dorianlynskey,Negative,"problem,critical"
merry123459: I think it should be mandatory for anyone who wants to be leader of a province or our country to have a proven formal post,"Metro Vancouver, BC",2019-10-31 11:11:49,Shell Wat The Hell,ShellWatTheHell,Positive,proven
OUScotland: #JennieLee? Who was she?! 10 things you might not know about this inspirational Scottish woman are in today's TheScotsman,UK,2019-10-31 11:11:45,Amanda,ajsArchive,Positive,inspirational
"BlackHerStoryWk: Professor David Gillborn, director of the Centre for Research in Race and Education at the University of Birmingham, t",,2019-10-31 11:11:32,Long Legz,dlonglegz,Nutral,
"StatPoland:  In the publication ""Higher education institutions &amp; their finances in 2018"" you will find data about universities, s",Polska,2019-10-31 11:11:27,Konrad Pawlik,pawlikkonrad,Nutral,
"barneyfarmer: One problem is that millions believe they learned critical thinking over the course of their university education, when i",Doncaster,2019-10-31 11:11:18,Trish #VoteLabour  #GTTO #NHSLove,SlashWilko,Negative,"problem,critical"
"In partnership with the University of Cambridge, Raspberry Pi is launching Isaac Computer Science, an online platfo","Vienna, Austria",2019-10-31 11:11:16,Horst Krieger,HorstKrieger,Nutral,
TheAherneLab: Great article from SchoolofEdUCD. We need to consider the role of the university in providing a community in the age of,Dublin,2019-10-31 11:11:13,UCD Medicine,UCDMedicine,Positive,great
msbethenglish: Tammy Lascar is a Monmouth University graduate in her 15th year teaching and is currently teaching Special Education Res,,2019-10-31 11:11:12,Nathan Loveland,lovelandtech,Nutral,
"FEUAdvocate: ICYMI: In celebration of the World Teacher's Day, Institute of Education (IE) together with other stakeholders held a foru",Mandaluyong City,2019-10-31 11:10:57,Noah,noahssssssssss,Positive,celebration
Great article from SchoolofEdUCD. We need to consider the role of the university in providing a community in the a,,2019-10-31 11:10:31,Carol Aherne,TheAherneLab,Positive,great
"kamz26: I have two kids to put through education, one at university level and one at high school level. 
Please be understanding of thi","Nairobi, Kenya",2019-10-31 11:10:22,Amisi Joe,amisij,Nutral,
"KellyMeyerhofer: After publication of my story on a ""toxic"" UWMadison lab, NSF reached out w/ more information.

I pieced together a","Milwaukee, WI",2019-10-31 11:09:56,Malikitaka,elmediamalik,Nutral,
GovRonDeSantis: Thank you to the FLBOG and our state university trustees for inviting me to highlight Floridas top-rated higher educa,"Jamaica, New York.",2019-10-31 11:09:38,Hemayet U,huthakur,Positive,thank
"kamz26: I have two kids to put through education, one at university level and one at high school level. 
Please be understanding of thi",Kenya,2019-10-31 11:09:18,MM,mercymurugi,Nutral,
"LotusOutreach: ""When a woman is empowered it changes absolutely everything in the community."" We couldn't agree more, Meghan Markle! R",worldwide,2019-10-31 11:08:52,PositivelyMegBOT Melanated Monas,PositivelyMegh1,Nutral,
"AyoCaesar: If you don't want free social care for the elderly
If you don't want 850,000 green jobs
If you don't want free university ed",Spain,2019-10-31 11:08:10,Jenny Twist,JennyTwist1,Positive,free
"the_davidatta: franz411 sarnchos How much did you pay for your secondary and university education in Nigeria.
How much do you buy fue","Ibadan, Nigeria",2019-10-31 11:07:32,Awe Onisokuso,sarnchos,Nutral,
"franz411 sarnchos How much did you pay for your secondary and university education in Nigeria.
How much do you bu",Abuja/Lagos ,2019-10-31 11:07:05,David Atta,the_davidatta,Nutral,
"LuminateLMI: ""Early intervention by careers services could have a profound impact on long-term outcomes for those with no family histor","Up North, England ",2019-10-31 11:06:31,Careers Elephant  RCDP,CareersElephant,Positive,profound
derylhatch: Just announced: We've been approved to search for an assistant professor of higher education here at the University of Nebr,"Lincoln, NE",2019-10-31 11:06:20,Justin Chase Brown,jstnchsbrwn,Nutral,
SAYWHATOrg: SASI Debate Competitions 2019 live on SAYWHAT facebook page. Round 1 (Episode 1) National University of Science and Technol,"Harare, Zimbabwe",2019-10-31 11:06:17,Vanessa T Amidu,AmiduVanessa,Nutral,
The Open University is the academic lead for a whole school development programme IGATE-T.,"Milton Keynes, England",2019-10-31 11:06:00,TheOUGlobal,TheOUGlobal,Positive,lead
Inti university advert board!...if education institution can get the translation wrong...habislah!,"Bandar Kuala Lumpur, Wilayah P",2019-10-31 11:05:33,CV,SpChanra,Nutral,
_ARIPO: African University losing value by failing to protect intellectual property   AllthingzIP Africa_Univ,,2019-10-31 11:05:33,Afronomicslaw,afronomicslaw,Negative,"losing,failing,protect"
EricOrcadian: Students of color demand racist exams like SAT and ACT be dropped from the University of California admissions criteria,"Michigan, USA",2019-10-31 11:05:11,Robert Ford,SirRobertFord,Nutral,"racist,like"
Congratulations to Nault21 for signing with Cleary University to continue his education and athletic careers.,,2019-10-31 11:04:28,Todd Cheney,CoachCheney,Positive,congratulations
gcfiddler: Great article on tbc_schools tesafiddler leadership in #indigenous education and excellence in teaching that reflects,Ontario,2019-10-31 11:04:00,Jan Haskings-Winner,OHASSTA,Positive,"great,excellence"
"In the publication ""Higher education institutions &amp; their finances in 2018"" you will find data about univers","Warszawa, Polska",2019-10-31 11:03:44,Statistics Poland,StatPoland,Nutral,
WolfieBabiee What experiences he has to run such a institution?  you should hold  at least a doctoral degree in ed,"Leeds,UK/Kurdistan",2019-10-31 11:03:33,Shaho Ahmed,ShahoAhmedd,Nutral,
"my_Blueprint: Coming up on November 6, Take Our #KidstoWork Day is the most recognized career education event in Canada? Check out thes","York, Ontario",2019-10-31 11:03:00,Kevin DeFreitas,KDPathways,Nutral,
Carnegie Mellon University and ANSYS Transform Engineering Education and Research to Spur Next Industrial Revolution,"Las Vegas, NV",2019-10-31 11:02:55,Crwe World,CrweWorld,Nutral,
"UW-Madison failed to inform federal agency of 'abusive' professor's conduct, unpaid leave  via WiStateJournal","Owings Mills, Maryland",2019-10-31 11:02:47,Tyler Cymet DO FACP,tcymet,Negative,failed
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,"Abuja, Nigeria",2019-10-31 11:02:02,Bohrs,bohrss,Nutral,
francescofrati: Higher Education and University Cooperation between Europe and Southern Africa with lofioramonti and MonicaBarni1,"Siena, Italy",2019-10-31 11:01:59,DIISM,diism_unisi,Nutral,
DominicWillit: Updated! Host your own #MicrosoftTeams training with this Teams Presenter Led pack for higher education! Scroll down th,"Dublin City, Ireland",2019-10-31 11:01:54,Stephen Howell @ MSFT,Howell_MSFT,Positive,led
It is important for diversity and inclusion to be injected in to ALL parts of society.  Stormzys work off the stag,UK,2019-10-31 11:01:24,GDP,gdptweets,Positive,"important,work"
"Canada ranked number 1 in the world for best quality of life regarding country's job security, political stability,",Land of the Pure,2019-10-31 11:01:24, ,AamirAliKhanADV,Positive,best
"#ABUHistory: The law that led to the establishment of the Ahmadu Bello University, was passed by the Northern Regio","Zaria, Nigeria",2019-10-31 11:01:14,ABU DistanceLearning,ABU_DLC,Positive,led
TxSchoolSafety: Our social media prize winners from today's School Threat Assessment workshop are Teana from Iowa Park CISD and Lahoma,,2019-10-31 11:01:07,dawn,dawnbed2003,Positive,"prize,winners,threat"
"Abrar_0001: #_____
Talking about the university, he said history showed that no country or society could progress",,2019-10-31 11:01:06,Muhammad Onais,Abrar_0003,Positive,progress
Tutors are a vital part of our educational system. Find out more about our Liberal Arts and Sciences education:,"Utrecht, the Netherlands",2019-10-31 11:00:56,University College Utrecht,UCUtrecht,Nutral,
What lessons can we learn from 200 years of Ontario education policy and how can they help us imagine the future of,"Toronto, Ontario, Canada",2019-10-31 11:00:50,People for Education,PeopleforEd,Nutral,
"'Criticism in the universities, I'll have to admit, has entered a phase where I am totally out of sympathy with 95%","Summerville, S.C.",2019-10-31 11:00:35,Kendall Harmon,KendallHarmon6,Nutral,
Free Education University - Is a 17 course curriculum that teaches you how to find the right financial opportunitie,USA,2019-10-31 11:00:32,Johny Cool | Best of the Best,Sondsajohn,Positive,"free,right"
BJD4Nayagarh: Today our BCJD members organised a welcoming meeting for the Higher Education minister Sri Arun Kumar Sahoo for the 5T me,bhubaneswar ,2019-10-31 10:59:36,Nilakanth Das,DasNilakanth,Nutral,
"cdbuni: Students who receive unconditional offers are 10% more likely to drop out, apparently. Would be good to see a breakdown by univ",,2019-10-31 10:58:46,Benedikt Lwe,BenediktLoewe,Positive,"unconditional,good,breakdown"
"ItsMutai: In Denmark there is
1. Free health care
2. Free education
3. 14 mnths maternity leave with full salary
4. 2-yrs salary when u",,2019-10-31 10:56:09,Akinsola Abiola,AkinsolaAbiola3,Positive,free
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,"Birnin-Kebbi | Lagos, Nigeria",2019-10-31 10:55:54,_ and 13 Others,Abbah_Magaji,Nutral,
"barneyfarmer: One problem is that millions believe they learned critical thinking over the course of their university education, when i","Liverpool, England",2019-10-31 10:55:35,Shippers,sullieship,Negative,"problem,critical"
BJD4Nayagarh: Today our BCJD members organised a welcoming meeting for the Higher Education minister Sri Arun Kumar Sahoo for the 5T me,,2019-10-31 10:55:22,Subhadarsini Dalai,D_Subhadarsini,Nutral,
"barneyfarmer: One problem is that millions believe they learned critical thinking over the course of their university education, when i",London,2019-10-31 10:55:10,Tom,HenryWellsbourn,Negative,"problem,critical"
"barneyfarmer: One problem is that millions believe they learned critical thinking over the course of their university education, when i","East Midlands, UK",2019-10-31 10:54:27,Nick Fitzsimons,NickFitz,Negative,"problem,critical"
"kamz26: I have two kids to put through education, one at university level and one at high school level. 
Please be understanding of thi",Corner of First and Amistad,2019-10-31 10:52:44, L.K ,LauraKaindi,Nutral,
"barneyfarmer: One problem is that millions believe they learned critical thinking over the course of their university education, when i",,2019-10-31 10:52:22,amy,FlexibleDreams,Negative,"problem,critical"
"Will be delivering the keynote on ""Critical Perspectives on Global Rankings and the Measurement of Teaching Excelle","Manchester, England",2019-10-31 10:52:11,Miguel Lim,miguel_a_lim,Nutral,
"notderekblois: Rest of Canada: we want better healthcare, education systems, social services, rent control, etc.

Alberta:",Dunnville,2019-10-31 10:51:27,Hannah Stanley,hannahstanleyy,Positive,better
"limeandonion: If anyone still believes that a higher education indicates that someone possesses superior intelligence, this is my perio",,2019-10-31 10:50:50,Price Lies,Tom_Seagul,Positive,superior
BJD4Nayagarh: Today our BCJD members organised a welcoming meeting for the Higher Education minister Sri Arun Kumar Sahoo for the 5T me,Helo,2019-10-31 10:50:45,Nirupama Pradhan,PNirupamaP,Nutral,
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,Bauchi,2019-10-31 10:49:50,Aminu Garba Jibrin,Ameenu_Kirfi,Nutral,
BJD4Nayagarh: Today our BCJD members organised a welcoming meeting for the Higher Education minister Sri Arun Kumar Sahoo for the 5T me,,2019-10-31 10:49:38,Sarat Majhi,SaratMajhi18,Nutral,
"CedricLiveShow: When CedricNdilima finds out that kanyindo wedded mkbernz , a city lawyer she had never set eyes on until the weddin",,2019-10-31 10:49:05,Mariam Mohammed,MariamM74220796,Nutral,
OUFreeLearning: Are you thinking of #studying for a #university degree? Would you like to develop the #English reading and writing skil,,2019-10-31 10:48:37,sciencenews,Scieducation1,Positive,like
MGI (MGI_HQ) and #KonicaMinolta contribute to the success of Inaugural #BRANDUnitedUniversity #education program,The World Wide Web,2019-10-31 10:47:53,Graphic Display World,GDWtweets,Positive,success
OUFreeLearning: Are you thinking of #studying for a #university degree? Would you like to develop the #English reading and writing skil,,2019-10-31 10:47:44,Jane Roberts,JaneRobertsOU,Positive,like
MagicCyberjaya: Forum 01 : How Does Education Institutions Play a Role in Entrepreneurship Education and the Cultivation of Entrepreneu,UK,2019-10-31 10:47:29,Dr Jieun Ryu,dearjieunryu,Nutral,
"Abrar_0001: #_____
Talking about the university, he said history showed that no country or society could progress",,2019-10-31 10:47:24,Pak Army ,Abrar_0002,Positive,progress
wallethub: The first #college application deadline is Nov. 1 for early consideration. Have you decided which college or #university to,"Soddy Daisy, TN",2019-10-31 10:47:22,Soddy Daisy High School College & Career,SDHS_College,Nutral,
FSUartssciences: Did you know? floridastate is celebrating International Education Month in November! Check out the full schedule of e,Tallahassee,2019-10-31 10:46:19,Kevin Kjellerup,ktkjellerup,Nutral,
